Country,City,Original,Job_ES,Job_EN,Position,Link
Mexico,Mexico City,Subgerente de sucursal,Subgerente de sucursal de tienda,Assistant store branch manager,High,https://mx.indeed.com/rc/clk?jk=855e5464366c56a3&bb=IKCpvzlca3egZuVINccQVNptMeQuewiwYyLNPF0Yij7wncJvi6u9CtHreAaNEqjXrc8deTAZlIJA_iugt8cagAmqu48KUPkyJjqW8jcwBkWvks8wZ2VsqWFyJ8Ad8DXJ&xkcb=SoBA67M3pWMPaoWTbp0MbzkdCdPP&fccid=b7223a7e518b7fa0&vjs=3
Mexico,Mexico City,Asesor Financiero,Asesor financiero,Financial advisor,High,https://mx.indeed.com/rc/clk?jk=f79c07c4132d3c7e&bb=IKCpvzlca3egZuVINccQVLU1VDuC40MeljJkfGtMg7BEqJPLlcUCaTNcgqu0MGHp0eL2B7jBHJlEy4WRz_JVu35Hhf0n19DsICXosZaO5xW2yz7OMnnms9u7g5RP5qDg&xkcb=SoAO67M3pWMPaoWTbp0GbzkdCdPP&fccid=28689c4fbc9de9e7&vjs=3
Mexico,Mexico City,Auditor de campo,Auditor de campo,Field auditor,High,https://mx.indeed.com/rc/clk?jk=96f8495c50045243&bb=C6MRokEovUadAXpQF2oS_OGhPimFw9-6qyFPTbeNveHFN0IWZpLEFpbCS8heUyF1MSS6-6LemO_xG9-qY0U_sOQA5d0eZaW9YSR7suFS_q3rutlM9CQJKH6UNm1yL27WKX8ISv43S1k%3D&xkcb=SoA-67M3pWOqFwRUMx0DbzkdCdPP&fccid=4c44b013f38979cc&cmp=Sie-Park&ti=Auditor+de+campo&vjs=3
Mexico,Mexico City,Gerente de producción - Fábrica de café,Gerente de producción,Production manager,High,https://mx.indeed.com/rc/clk?jk=85b1c0a8e8e5db09&bb=C6MRokEovUadAXpQF2oS_LWFbTk1UVDwav9Dw87G0Umi2HYJ-ICdBrJjVVLksY8bPCvHHqWhaMw3TF_hwC2OyIucNnsMozl93oow-thuoS5AvnACjP_zB2cz5Rk-z_T2xwfzn8p9FNISL4CKi5UlWQ%3D%3D&xkcb=SoCj67M3pWOqFwRUMx0AbzkdCdPP&fccid=38d6ac7cda251e56&cmp=Tostador-mexicano-de-caf%25C3%25A9&ti=Gerente+de+f%C3%A1brica&vjs=3
Mexico,Mexico City,Jefe de Farmacia,Jefe de farmacia,Pharmacy manager,High,https://mx.indeed.com/rc/clk?jk=ec55429b1bfc37ec&bb=A7iHrb6v55Qy5CI838tnKzbnN3_6hs-V915sPqQxbOaWOnLoTDFAkNRsZSTbcpqF50X3Yb7noFNFsEGv4jRcl0jbCqW_DIBf3f1QUDl533Y5z9pduLl_zwTqYrQSvOov&xkcb=SoDL67M3pWO559QB350LbzkdCdPP&fccid=ee4feee31fe9bb3f&vjs=3
Mexico,Mexico City,Marketing & PR manager,Gerente de marketing y PR,Marketing & PR manager,High,https://mx.indeed.com/rc/clk?jk=8e319b03040fb15d&bb=A7iHrb6v55Qy5CI838tnK55zWVAy4HG7YozGMPU8mOkCy9_FzajbLtf29sHsXu5LB1eOiuU23AyNluZSpaZo0Q7UJBZy_M2h947mg5FuGmnSD9RkjigHPAtbhizlh97KxrNHHtPsP2sG35o9GmmiYw%3D%3D&xkcb=SoBW67M3pWO559QB350IbzkdCdPP&fccid=ad71bc454a22f150&cmp=Harris-and-Frank&ti=Marketing+manager&vjs=3
Mexico,Mexico City,Gerente de Sucursal,Gerente de sucursal de tienda,Store branch manager,High,https://mx.indeed.com/rc/clk?jk=9380bd85929bdf13&bb=XEj4pcdM-UR8MWxClfyauZP9hDh6vml_4R72aF4VwDjKG082lCwFqQdXFeGR8AnN34YZ0l2z1xS7q74uryM4oOT6WZ-rZJ52bI8UJuafFiwaO0f5wKbtm3HNyJ8VL8Z5&xkcb=SoBh67M3pWPVcNxblx0IbzkdCdPP&fccid=63430cc9e7658d52&cmp=Grupo-Aldan&ti=Gerente+de+sucursal&vjs=3
Mexico,Mexico City,Gerente de Recursos Humanos,Gerente de recursos humanos,Human resources manager,High,https://mx.indeed.com/rc/clk?jk=9737c4e6099e86f8&bb=XEj4pcdM-UR8MWxClfyauV3mVKzdBlFFTDVAU7Gn_oM8iWc-9iTeQDautjOBRBQUCLGc9sda-IwZxaEwsQHFoqrtTUPluWE_eDFLYWGA5hYIJoFp4DIWBzKPZArtSQScdBVkTvWRtrk%3D&xkcb=SoCb67M3pWPVcNxblx0DbzkdCdPP&fccid=ce61325d77e23582&cmp=VKNG-Group&ti=Gerente+de+recursos+humanos&vjs=3
Mexico,Mexico City,analista administrativo y finanzas,Analista administrativo y finanzas,Administrative and financial analyst,High,https://mx.indeed.com/rc/clk?jk=ff81ce879e42ace4&bb=XEj4pcdM-UR8MWxClfyauVaUvLkLxLYcDvIyKwHxvKS-bMDxYErTZt6VbWHnCKFlx7n1Fq9vHFBZiCnEc1gfyeo4W0c5Ms6S0akIrhRN4R44msp55VWTSz2RYPEaXLpIADegjP67cWA%3D&xkcb=SoCy67M3pWPVcNxblx0BbzkdCdPP&fccid=d2c15fabc5f393c7&cmp=GLOBLA-RECRUITMENT&ti=Analista+de+planeaci%C3%B3n+financiera&vjs=3
Mexico,Mexico City,Cajero Bancario Zona Aeropuerto CDMX,Cajero de banco,Bank teller,Low,https://mx.indeed.com/rc/clk?jk=65b320d2da6f528b&bb=IKCpvzlca3egZuVINccQVCk48w3CYhzs0ig-gs1gnHuCyN3RibXoKt11iNn5dXFRTeTws6u4fQTUDQR6hj6Bea_XBxA9lna_yq3MuGvhTobegXgPK2DZjpsM3JxJa190&xkcb=SoBp67M3pWMPaoWTbp0ObzkdCdPP&fccid=0b448a6939d0afc5&vjs=3
Mexico,Mexico City,Vendedor de Mostrador,Vendedor de mostrador,Counter sales clerk,Low,https://mx.indeed.com/rc/clk?jk=9ea6eb80d53a5230&bb=IKCpvzlca3egZuVINccQVG3pI3AvysOVmKMkgFb8OnwWujzpqu12eToFgC3tuOCRi5Fo4jqzlyc8AgDMmU_2p7MtJEWGjsN5N1MGqxbFt-zmgQpx7jKd8Mahx4aspvYJ&xkcb=SoCp67M3pWMPaoWTbp0DbzkdCdPP&fccid=bc3254e8d8463309&vjs=3
Mexico,Mexico City,AUX DE AUTOSERVICO,Auxiliar de autoservicio,Self-service assistant,Low,https://mx.indeed.com/rc/clk?jk=da1f74f26c6b9b34&bb=IKCpvzlca3egZuVINccQVJK-O9mj2GymNv_FYQ1J_2cOU8ASNWFqUKVhggh5HIwQstOztZMb-DdzE-L5HAoD94K7QXcs0JBJ2bmy1Y2wNE7S5d8v8qjesQJR7EP4FFKI&xkcb=SoC667M3pWMPaoWTbp0HbzkdCdPP&fccid=e4a61e299a82e19e&cmp=Grupo-Zorro-Abarrotero&ti=Aux+de+autoservico&vjs=3
Mexico,Mexico City,Barista Trainee,Aprendiz de barista,Barista trainee,Low,https://mx.indeed.com/rc/clk?jk=bbbcd5923777c91c&bb=A7iHrb6v55Qy5CI838tnK5Ny-6mNII-iTatp8bva9B-BlJga-9UcSoHMZmqaaV2ILpomiSS5xEW-E0MkSo9cjqOYrPwPvWMCY5FIzfqvcfuqC9f_prUX9EFzS36ZMKdkhWPfDfzg5IE%3D&xkcb=SoDx67M3pWO559QB350NbzkdCdPP&fccid=ec8a64fb1bb9938d&cmp=Cucurucho-Caf%25C3%25A9&ti=Barista&vjs=3
Mexico,Mexico City,Personal de la oficina del almacén,Personal de oficina de almacén,Warehouse office staff,Low,https://mx.indeed.com/rc/clk?jk=e52e856f8255707e&bb=A7iHrb6v55Qy5CI838tnKx-SW02rltQiTtTTdYBspFDhdtymw-SRa5LuErfA0uvvJeLzVLpn6hgA9g8nlIJvbJ4qis04qI2z5BLMz_8bIqn-UMlxNq_lX-VNI4IGzd5F3HUvqL4Qi8Q%3D&xkcb=SoC_67M3pWO559QB350HbzkdCdPP&fccid=67893daf47228416&cmp=X--TRONICO&ti=Personal+de+almac%C3%A9n&vjs=3
Mexico,Mexico City,Personal de limpieza para spa de lujo,Personal de limpieza,Cleaning staff,Low,https://mx.indeed.com/rc/clk?jk=182aeb7db9664ea5&bb=XEj4pcdM-UR8MWxClfyauQC2HOXM97jZhW_KEEmSbDFlTgIDezC8LgrgtdqTMViywYrWNN5DwSn_GKpYsfps-ljDPxMNx5GhrosHuuCTS2SA7NE0FW1wBmOBTl5fEb6RiE3y62eTiVY%3D&xkcb=SoAG67M3pWPVcNxblx0AbzkdCdPP&fccid=7b6f0b314a43c271&cmp=HAUTE-CUSTOM-BEAUTY&ti=Intendente&vjs=3
Mexico,Mexico City,CHOFER,Chofer,Chauffeur,Low,https://mx.indeed.com/rc/clk?jk=9003c7146c6ce5b5&bb=YVUOerAzuSgzMVuj4J350ttmDsK_WEdk3pnK8SKJOl2j10Q1xhV5z3U7usZI9vwG6vPedniZw2cfGDi-da6sqpOkkVqZLD5_8EuHQNUCzBwub36IFoih_IhNA8_K-DvNYq8IDBkWwas%3D&xkcb=SoBd67M3pWAQG_XfpZ0HbzkdCdPP&fccid=8c6094fde574489d&cmp=M%252BS-BRONCE-ARQUITECTONICO&ti=Conductor&vjs=3
Mexico,Mexico City,ayudante general de almacen,Ayudante de almacen,Warehouse assistant,Low,https://mx.indeed.com/rc/clk?jk=d2bf35bcfb6688b8&bb=YVUOerAzuSgzMVuj4J350kn3UZpBmfuIJE-AzZ6a7eQns7viPBJgV--ho-kiIOdRb1jlEnHaTdaaR9huJahSoMNC7VYGUK5so6xGP_zkwIWgodbsvx7-s0AiWcaKap2oAjkIw-bNEJA%3D&xkcb=SoDp67M3pWAQG_XfpZ0GbzkdCdPP&fccid=391921e90f74ecb1&cmp=Chem-Depot-S.A.-de-C.V.&ti=Ayudante+general+de+almac%C3%A9n&vjs=3
Mexico,Mexico City,Auxiliar de cocina,Auxiliar de cocina,Kitchen assistant,Low,https://mx.indeed.com/rc/clk?jk=a39d7956376530cc&bb=_3Yiw2nv1m620gBKqyhAe0bi01E7f1OwnWPDTnVkTk_MFu-wclAEGjlTVKBO3lhFrRcR2gi1FMbfc33QmO_xfk6-Xm-AkqL_CGvAoo5PItRdFG5wrRTMVC8eXi4wiiEA&xkcb=SoAT67M3pWBJZ0S4aZ0GbzkdCdPP&fccid=84a8920497ce758b&vjs=3
Mexico,Mexico City,Vigilante de seguridad Corporativo,Vigilante de seguridad,Security guard,Low,https://mx.indeed.com/rc/clk?jk=8a9913782d063a12&bb=o6C_Q7fPUYJK12nyJagG3wpXRbkX3AdyNY3fn2Q0MKTRSY7P4ATk0pntsrnpN9RZ_KfxZ91HeXqyyVJkQPrGFqrpuCmtv1sitnzfyWZtN8eJrTfk7HJhBxploY3edUpL5WSdxqJI4MnMuXz-92R6SwaPa5RgKNpY&xkcb=SoAV67M3pWBa2rS4aZ0KbzkdCdPP&fccid=31c9aa59dca499eb&cmp=Bancoppel-S.A-Institucion-de-Banca-Multiple&ti=Vigilante+de+seguridad&vjs=3
Spain,Barcelona,Auxiliar salud mental,Auxiliar salud mental,Mental health assistant,High,https://es.indeed.com/rc/clk?jk=825f8cc2ad881160&bb=XDpvsVgW5vizrCzGV52BalhS74OKC4NklIjZBhvj3q4wBDWdM4wcgHYfQN2nRy5cCtnaD1_wIR5JpiyCLHSO1ZejAW5glhWqyrcXRz3leTs14JaJ3_HktJP5lffEpOdH&xkcb=SoDh67M3pWBmgMT5Tx0DbzkdCdPP&fccid=251b2829b4378235&cmp=Hestia-Palau&ti=Auxiliar+de+seguridad+y+salud&vjs=3
Spain,Barcelona,Administrativo/a Atencion Paciente - Hospital Quironsalud Barcelona,Administrador de hospital,Hospital administrator,High,https://es.indeed.com/rc/clk?jk=72d65d4596276c46&bb=DfgyOT55G2MRjjLH598re-qQQnUKU-r6buPs-65mnVuCw4ScI8gGF0wxx81TXDlmWFK0GlGw74_-h9fLBNqnQHMQbFLQTAusJAG5okaSYNkCcCU9DHqzM62kKGE1PcPp&xkcb=SoAc67M3pWB3sQgYJT0NbzkdCdPP&fccid=ec32020fadc8b021&vjs=3
Spain,Barcelona,Encargado/a de librería,Encargado de librería,Bookstore manager,High,https://es.indeed.com/rc/clk?jk=b5b46b4870637f2a&bb=7_6x25GIzH4hSb6MJ1ib8fc4Ye04W9qmsm5KvKShU1lOP1kiNiTmhqgIx6e8_Gbo3XjP00S5GFOaQCm34696tRUaUfy8mrthvFNftCJ8soAI4BXHT8UJo7OnsNQe3HnK&xkcb=SoB_67M3pWCJRwzNRZ0JbzkdCdPP&fccid=0d3f41d2199add9a&vjs=3
Spain,Barcelona,DIRECTOR/A PER ESCOLA PRIVADA A BARCELONA,Director de escuela privada,Private school principal,High,https://es.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CEhraNJLBcL2LnvccklhgvtkN8CNdx-J4TBG9Qrg7gInGEnUPuyVmCxq5unHhTlIpCXqhz1RkJOCg-MCg_bxvN0Joxpkkf5JyXfvPH_LZ3Kqg_VhmI-a-MolAtPPamhpeQC0MlbC2WT55Bs8xYR45Qgnm4q0huH9UdoqAeEN0GuK8-tzrO6Tl_BoCw2jQaUc5rpMqktjM-JB8fEjWuMohCvManp6kdukgXIZ07cF0MTUtkyoFg_WGY2vUAmetv5K_3f2VJpgHHZUUN2dmD8-Bxs15jqbQiTfUt6vA_Av5KlN-NqpQigYDyVjBMupDNuSQ9zKU-n6t9SyQ8FjTYxfiNG98WjBNDPyosJ-28f-ePakIhcQT4vJoAAnTWwbboTo7GOezFNJ8QMXElXS4fslcK6S-roVsdUBtHhmCoeizkl4XWYscKsDQxc1c7nDQm4YXOcIwU3UAUKaDs65GpULgyrHAwDjxlIyPkiO7gmkrTfVPR5wdHf4agCmNKtEwqjANU9XAOv5AhJoSYfTmZ-z8tgXgdGwo1q0NRPyA9wxSsgSyHy5hcAzXijJtFndExqNk_Kpmk1EvUw-K6hpkWL-G-kB95kJJuqE6_-3ZNs2Qyk-Hp28w9l_jWb6Q5g7iA6BJncNCDwRojRa8p8RzaDdQpp44Unwt_HoIQOSp4bIsMlcffNBBlyFBlCVrhy416woqKt1dLLQ1ty1kTQ1nhQxHvk5CqxUyRlBtoQbaGvP0uP3SpvPu8idRy&xkcb=SoBY6_M3pWCJRwzNRZ0AbzkdCdPP&camk=UoKtGZLa3XK9aiXc_BdfuA==&p=11&fvj=0&vjs=3&tk=1jcm51km725gl00o&jsa=3003&oc=1&sal=1
Spain,Barcelona,Data Analyst Junior Supply Chain,Analista de datos junior,Junior Data Analyst,High,https://es.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DuShZFrBBwuUx2lryBk29dyLhub_QW7mmKdyA2NeWrtXPotrUQbzO4F2P9krB5hbBhnjWrGE9zVM7R0OVPtYvb-QlUsTcbhfW7OKy4D5jSTcp5jZVLwvc7lbS1y9102904_qcHw9KTWPp5fs9ksK5VzVqiv1VTWlMyzZCmVoZsS685LGswXHIKczWSTPzH30s-OYMlsIi-gSGsx905v_7s_uuQg7d4t-DXLxHyB3kxmDZZwBfnB-WCBcrTMIvW2X1xv3TaHI6BBQb0YoT-YVtNh7TsCXliJ48GVnDBH4riCOHViSxfF4mFRHvpJV384VO7XjUyETkvETzjk4oEfKqTWSHYbjDrAz761HT9IDF4cbh9uGbLK_X2up7p9hIlP80U7nUzJdIiVO7wrvYIcS2T3Ozh4ArHCWLF7nQtIQGZMFPXVBu1UA7nZAC0BHyUppEY4gI2LNNl7xxdqjZJ2CN4ItgVpNA5AAOMdnCk9MLrbknnkkwHXggTcbU2coWWEHMcwEs8VayV9IB2CySHO4kotdNU-4gFpdtVQmIF2s86IxKxTFxrTAWmqcvgadjA-o4Q5ae2JaJdM1eHkVuGcuY2q1n9oRNKOELhJWyEMKxIoQ7VD0HJK0OaH1Di0uyQviBxF3E0dcK8CxeoxhclwNQv6tI9dMjmSqtq2lQxcFUnE6_woRJjmWZQemL14uMl5XYRw8Lgth6hLl3vxtT2_GDV5J9tSPxl4E_iCKKoUcaKf0BXSfsEl1vlqn58BLK8G__Rh_DrhFuZa6dhfnjtX9JilhQtVttiTHgFONsMdhPNJYmY1h-AJpZp0Es0S-SzyIxnD7SVfl7XWV79IucZORywgRVOWvUWAgc=&xkcb=SoBe6_M3pWDd39TCLh0JbzkdCdPP&camk=4HOcmqOLYrB8mrJh_PB0tw==&p=2&fvj=0&vjs=3&tk=1jcm5kfuehmcm895&jsa=737&oc=1&sal=0
Spain,Barcelona,Asesor/a Contable,Asesor contable,Accounting advisor,High,https://es.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DzMVlwg8MQmOD1LRsCpG303wKhNIi_p0_ucu0Otbwr-lY-vSpo--bPKV66QtnfQ4DofazJZp8I6YNbA_JY-ua4WW7CdRfrAOaQWauu6NCykAtaTGsyxB7pINSeH4470MR4hsZoTgENQm2i2W9E5woPtKZ7ojtqwEauLK9Iggfhge-_FrCvY0oPnaL2kih5GBuXE1flJ5KrxrW0XheMeXRUvpnjxtRotNRUwYVQCnUXSkKbX6sy2C0IFVWFAxCROTHuW0PZrfv01y43hGF1WuPwGwlukTEW6nrDYqTbQJVtGoXfc40YtVri09NB_DsdJx8BJutQvsJJUqOMSY7cisCJZSkusjqmXlW8hekvvkszR7lNTn5j0BsjkQeVOWX4Qgk_aD_CqwnRQYiuAb8YvHXC_bUdBKp9UnDyfw5KrgXRAoSRNI5ufwcS2O2yjLc1q00kZS5_6U2-GqSpwPlyaSInCpAUp-09V3_K2Sw4QDIMI5RjxrBh_eMWOykyNvDWBHeNHI3iEu1KY8r8hoZ2sQHXfIN2NzF-mN7Qg3G_h_Xkn6Y8hHu4iO8YbYoMqgw-pXXpzKldb8EzvO7yzoJfRUZZwtju2OXSI3MnBgJpUs9U_SQD46Hqdny6uFCqwZZvcvD0YtZWLrfAGvGLNZnyh7qa7YSCWjj0Jr0WjgcsRjahhiqp6FOQ14oFJJ1tB4qSu5bNXJhZpT3tYw==&xkcb=SoDO6_M3pWD91ST5Tx0ebzkdCdPP&camk=UoKtGZLa3XLogU4tnaMPTg==&p=14&fvj=0&vjs=3&tk=1jcm5sg8bhbnr838&jsa=3199&oc=1&sal=1
Spain,Barcelona,Recepcionista de hotel,Recepcionista de hotel,Hotel receptionist,Low,https://es.indeed.com/rc/clk?jk=220f275a9a0e47b1&bb=CSldeV5GZEd8WDvbvElRP4SruB7Lg7LKblF0krDWbTZnbxtzWE1_E9QO9Ape4dUtHm2lHVuzHAD9mNDs0whqRV-H-VYIUce6VFK2pmqsM50N6s-kQmfzw_RS7kM2s42f&xkcb=SoBV67M3pWCgKiz5Tx0JbzkdCdPP&fccid=fa8426791f192a77&cmp=MERCER-SEVILLA&ti=Recepcionista+para+hotel&vjs=3
Spain,Barcelona,Repartidor de paquetería,Repartidor de paquetería,Parcel delivery driver,Low,https://es.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AO2yH4jx7_8bwUxdhz2pvOa-9RkA5dD0jxWaH_v56EyVSwCTjt6AfRkWP2NDcZJbiKJx-RDtac83gJl9uWQZFGfGQ_3eosq5APFUK1rDjLTm9j_9hBW1Ey-3jDo9Rb-idMPfUo_gnJlhO8xx9SjbdKnUV7uJCcGMUilPFN9dvZKun8KsRgQM0OMy1uK-hNxMpE9sdKjuL5WMvUam-kaUAc2N4VKybS0HVfyphPmksea_yP8Bedt6cy-KDhZKlPq-H4S8oYATy4rPKDN7ofompDdgeWL7U3rDe9ayXcK-RJ6Me5c6-SmypscO1xPdi0fUXMX2i9fIJ4LXZlzoH8ujUb9oKv8gTGH9rh1L9FWVNfK5weWKXDrhAGcqSm5augRHiI5fJXocZ6KHMGAe89op4OyVKx_wvhDQ1ZtpHrQvasAX32N3zS4vXAB-PVgEdqF9tyzNUJUvpI-037YES_-orBNZnGoKWYCkG3ApMIvyA92XP_Wb7wlmAoZGBZ966N5uf8r7LO36uXS_YLAiKhfgx1qJ8fOHGFAbw2LhWPIYWdTSCLnFKIZhojARzSloHxlF2wzOV_ER4jDmnHdVI2qlmbdo7PtpATugokJYYZ5GSWWiVKkISqDKQeSHscNUkBTUg52fJyusjIuxa5X156FGSuNv1YaLo6lr3AP3R_9YvzkhRSNKRWW9T6TblyHK-4p9O7Jfj2ECX6dA==&xkcb=SoC_6_M3pWC1QHzCNB0HbzkdCdPP&camk=UoKtGZLa3XLSf0FJnkahIQ==&p=12&fvj=0&vjs=3&tk=1jcm5ekkohbdo8b2&jsa=8943&oc=1&sal=1
Spain,Barcelona,Mecánicos/as de vehículos,Mecánico de vehículos,Vehicle mechanic,Low,https://es.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CEG6YDpysts1hqAlUNV_tFzVejfkKkZMAihliKH9F8NsRwpkhd8iD3LDmrdVbkx74AAIpTDODEX_rAlftgeoomsOqOY161SNFSWpR078y3Z2YLKAUVmOtviajrc8Yjx4U0SqnpHjQ5pEgGlRh0DMF9mnd8J4aNklC4u6fCVhoFCseCCliqC9GYn1n-gJLcFYB2NKbh60DcGOnymp7bB4Bh5WphCd_bMw5eFqTtyOxh8fnhSmdlEFJJoAMdA8q_kce0YRbZUymPGW0JTceeNlN3zGRJxY4hXjSPvwotj9GzTVSai9hVsOjiv3Hagp2lxop5SZw3tVkwpwfgz4OuOsow6k52ZKypw5NYzVIt-tgaaMHievoVRSmE3Lsas5qaZdTiP2XyoMIyu4o5-sbKNGtZasowN6j7f866hAz4y8jcc780iO10CIpYV8uag3PRO-hf8xetniyvACpkYKXLfL1PZDqEg9ccG2B6QjbL2P4ZyuN7HInfKpnOOKl33kpQ2qQJOvxoJtiDeEFupQlw1Gnnd98fRRVJ3uLFpLVRG7qjRiScbcvcQ9gYz_euMURmoF3ASEZIqliV2SNTnGsgKbTa5Ai43NaI79Q8RbF0NNBgvC2TLAxq7fuGWr-N388oyhS2owFvrr0TFHF_uj5UcXpOj-SDRszxCW8ijCkq-_YAesfMb99XkGhzWiUqo9pz3L_k8GU3qiSAUmZfjrTZXrkBqAGZpFFPwPQxlGpryLFsMlluSfQqxpWANrPhJaWeeAu5Ib5IMmRdY24YMjcwF00x069_vd9Yfin7Njph8iNgYA==&xkcb=SoBa6_M3pWDLsGTBKZ0GbzkdCdPP&camk=ethIe0s0heeNHcDb-HAZmA==&p=13&fvj=0&vjs=3&tk=1jcm5h356haa680s&jsa=9337&oc=1&sal=1
Spain,Barcelona,Oficial Instalador de aire acondicionado y aerotermia,Instalador de aire acondicionado,Air conditioner installer,Low,https://es.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BQnhZXo5M1wcNgV48X1GjOF2ceKYSzi7gbWOrHc2TcovJ3Uo907_PCvlVd3D71ZA7PXYYDr_OY8M8WujaKc7RL2rYc8hVsuzkFmj0t1Pr_uAqyp757ivdR5c2olj69F2u1NEcQNxQEnOMuHrHSyhVWLbaXe_y7NSL1aW5tWO65lq-GkAJXA4zynqrNYDFEObo41ZZtUX9JorREnaFo4DEBn9tx6WPtYjU0me_2u3iHHeH7lqEStCKRNo7uepU_GDCZAl2oK-YoWSIl4QR380bnVYhl-qiKYTwM9PF3ov-Op_-LzTiTfl7GQZel8dsUuEn2KYJeStzKPNhMRjgy1tl_D8N8mKytvd_ZFQb1lnT25ptEtOH02JodOJyPG8uRTCF04aKeT4bDSTFTQ4TrNya9X1-6ONXHPTYb7xoeOsaekbJzM3bLcRph8P91oNKPlxHjZRE15c_5Mn7RlRgV22G2oyaJdVlPtPTi10kDBBzf_47iVN7oYSrAUToYLfCHEAVer_Ko9k1GPOAoHXHKHxHhhYLR4UrXhMzJ77tbN4O023fvGLuroYAIZsC1kfUaYC-8cLZ1vek_V3j2lPDfbG_wmZpg6nBEkEPl-2EN9V-SevdzYSo2cppFLXroJAu1QXc_2-PKe9z0IDzkEPAgwv3u_bIM_MQa30-NfBvlYA0lvJcAL2UHItkvOfknKuQEtfPWh3JvSF3mmx5qqYXwYo783tmjvN7vfi0S-iZGV-eWlOdcHZi8kVmOG60G1_mtyBqvHsYtU_82jj6omkIDjx-L7_tH8LS1gZYRufBPK0kodrYte3QWWCBK&xkcb=SoAm6_M3pWDULQAYJT0LbzkdCdPP&camk=ethIe0s0heflV9Z-5c5BRg==&p=0&fvj=0&vjs=3
Spain,Barcelona,Peluquero/a Canino,Peluquero canino,Dog groomer,Low,https://es.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CIaNQKeRjT2YGOMkLlBOgrImZLzrIQUYOQf4wHvvM4uxvxPUyyt9nA3E97Ewg60EjWHXDT-497s0bvWN_0FifrTvNwQpTebCz4BtBN5RpNXJpG-ISvwzi7qUTCCGi05guARZnxx0GGL_V6jbDUyeeK2PnkiNVyigLYDvAtXwmZ5GEdRh5soV7OG8mGWQHvml-QGkhULJxpZV6oCgLDTRrjPIFgoGwohUlxODlyrjqiD1jMYZiDtGiM1WIWMfR6h1XuCU2wbuhihevdDhA_vLnshch9vol-flfjLK29KzuW1uFRuEtT13W_-xYQL9UOG2gCv12RInVtYvw08eGEjDz96O664I_LZblWJ8-kL6lx7Uc7wCmLqCwX5vVKJ8-MAbnxibIgNUnQ7s-frNKXJQ_B-nSjSEjHHdZdzJDtdSglZ13_fRuRVA42GY_AqDVc7CR1v-CN8lugzhNIwvvf_Xp0wJd-u5LQxClk6pPlwGhIJhnfCzzQ0KHeI-vrjvyCDZgSzpUIrop1KIFBLkQC-pE8uJDOtpkGYrP61fm4KRRAEBm33knOMXX1XPNRmleNwiUT7aENMqyDhZZLX2e1LZHKL6xUVR9pChvNIPPF_Li3oO8izn33Q5TfI8jQGoXXqRu-7LTpscVK4Jg7Y3JHsSP47mhs24SJocuEBmS4EtzKAQ==&xkcb=SoB06_M3pWD91ST5Tx0CbzkdCdPP&camk=4HOcmqOLYrAMFAJy_mB0OA==&p=2&fvj=0&vjs=3&tk=1jcm5sg8bhbnr838&jsa=3199&oc=1&sal=1
Spain,Barcelona,PELUQUERO/A,Peluquero,Hairdresser,Low,https://es.indeed.com/rc/clk?jk=a5887a13f725acaf&bb=6udaRI9yv28FJaoBAK6R-OO3uKFFwcgaadAJn4wNUNhCGHPl5JV36Fzpy3tGBtN9JHfjI5RpeDlpnPK1JbDp2dxQXpOhvOJ7QVp7ommGZGeCLfDcOBSkWvWl7hU78LMb9w5gBG9gJRMos0P6WOqGqw%3D%3D&xkcb=SoD_67M3pWEDUhzBCR0MbzkdCdPP&fccid=e890f8457c810ede&cmp=Industria-cosm%25C3%25A9tica&ti=Peluquero&vjs=3
Mexico,Guadalajara,Técnico Instrumentista Quirúrgico,Técnico instrumentista quirúrgico,Surgery instrument technician,High,https://mx.indeed.com/rc/clk?jk=3a634d69e022cd4d&bb=ARqMf1dNh2r4_wvmwz1sBvHLB_sAXH1_QJ_OrcpLMsNachdji1DXTQh6w13vr80c-FAQo7_VDx8i1GzZzsWaMhQra0hTa9Eocakf0RLTclWMFcOARz95DD8cUtjIVTNE&xkcb=SoD467M3pWFyu3Rblx0LbzkdCdPP&fccid=187adecc5effc9b9&cmp=GDL-ORTHOPEDIC-SA-DE-CV&ti=Instrumentista+quirurgico&vjs=3

Mexico,Guadalajara,Consejero/a de Belleza,Consejero de productos de belleza,Beauty products advisor,Low,https://mx.indeed.com/rc/clk?jk=910217e901cb589d&bb=Tj9MGjXhHcVaKs0YgbK7Su1pOSd0yJm2_TpWrrzDBPjTDcgUE2M0_jBh9yIXk01KjF5VXIh6Xv0AZWPLZpk96rY3VNiM3qJRn0eZR_gqdM5gCa-Sx1Zy0Xy8W1HlBtdL&xkcb=SoCc67M3pWFcy4SJbZ0PbzkdCdPP&fccid=60af5fe67f87235c&vjs=3


